lead_months,origin_date,target_date,hhsa_no_lf_am,hhsa_real_lf_am,envelope_imf3,envelope_imf4,normalized_carrier_imf3,normalized_carrier_imf4,predicted_residual,member,seed
3,2026-07-01,2026-10-01,1.0246590404440283,0.9340357155047201,0.8767747282981873,0.5920321345329285,0.8831762075424194,-0.863495945930481,0.6709064841270447,3,44
3,2026-07-01,2026-10-01,1.0578497983809996,0.964846552491565,0.880952000617981,0.5908098816871643,0.8772756457328796,-0.8346942663192749,0.6851544380187988,4,45
3,2026-07-01,2026-10-01,1.053824142666798,0.949584370591225,0.8788286447525024,0.6004234552383423,0.8956943154335022,-0.8281076550483704,0.6596378087997437,5,46
3,2026-07-01,2026-10-01,0.9996802732247758,0.9088457420235656,0.8763437271118164,0.592995822429657,0.8518143892288208,-0.8221238851547241,0.6498795747756958,6,47
3,2026-07-01,2026-10-01,1.033851850212141,0.9344542614734408,0.8769952654838562,0.5958718061447144,0.8686602115631104,-0.8272973895072937,0.6656065583229065,7,48
3,2026-07-01,2026-10-01,1.027980383570391,0.92877728780147,0.8778992891311646,0.5968021750450134,0.854210376739502,-0.8413153290748596,0.6809654235839844,8,49
3,2026-07-01,2026-10-01,1.0056221341992035,0.909328574800913,0.8773499727249146,0.5940707325935364,0.8548560738563538,-0.8269229531288147,0.650571346282959,9,50
3,2026-07-01,2026-10-01,1.069022017665958,0.9716126475528846,0.873073399066925,0.5913272500038147,0.9213841557502747,-0.8213759660720825,0.6528786420822144,10,51
4,2026-07-01,2026-11-01,0.7905943661017645,0.6456080054970634,0.7486756443977356,0.5711114406585693,0.6714648604393005,-0.6960291862487793,0.5404088497161865,1,42
4,2026-07-01,2026-11-01,0.7661635899542958,0.6330727868322228,0.7492725253105164,0.5730626583099365,0.5955418348312378,-0.6859232783317566,0.5799266695976257,2,43
4,2026-07-01,2026-11-01,0.845977964774157,0.6979440038731006,0.7507418990135193,0.5730037689208984,0.6858556866645813,-0.7109983563423157,0.5904481410980225,3,44
4,2026-07-01,2026-11-01,0.7386373639745223,0.617171839478786,0.7497775554656982,0.5685439109802246,0.6017842888832092,-0.7102940678596497,0.569800853729248,4,45
4,2026-07-01,2026-11-01,0.8277409813854568,0.6967918143241434,0.7711977958679199,0.5752453804016113,0.6680557727813721,-0.6875860095024109,0.5771193504333496,5,46
4,2026-07-01,2026-11-01,0.7954638303796102,0.6573009075405487,0.7484913468360901,0.5759140253067017,0.6596197485923767,-0.7047067284584045,0.569431722164154,6,47
4,2026-07-01,2026-11-01,0.8490024529555242,0.7097073678682904,0.7575359344482422,0.5701178312301636,0.7013953328132629,-0.7234314680099487,0.5908163785934448,7,48
4,2026-07-01,2026-11-01,0.8315006263156555,0.6779508821671882,0.7445598840713501,0.5729992389678955,0.69979327917099,-0.69353848695755,0.5543099045753479,8,49
4,2026-07-01,2026-11-01,0.7433813936215614,0.6043439634324947,0.7507383227348328,0.5724334120750427,0.6320556402206421,-0.7070894837379456,0.5345972180366516,9,50
4,2026-07-01,2026-11-01,0.804428936730659,0.6880246750910892,0.7646905779838562,0.5671929717063904,0.656436562538147,-0.7240480780601501,0.5967288017272949,10,51
5,2026-07-01,2026-12-01,0.6165224867071899,0.4275741948951506,0.6241570711135864,0.5478904247283936,0.5877339243888855,-0.5648912191390991,0.3702344000339508,1,42
5,2026-07-01,2026-12-01,0.6461980689268572,0.5018245877862526,0.6478314995765686,0.5388199090957642,0.5508350133895874,-0.5741168260574341,0.45432189106941223,2,43
5,2026-07-01,2026-12-01,0.5953703044329686,0.4478490171124143,0.6344588398933411,0.5609778165817261,0.5037874579429626,-0.5699115991592407,0.4479243755340576,3,44
5,2026-07-01,2026-12-01,0.5781859519718857,0.43949670674336616,0.658057451248169,0.5477848649024963,0.5122816562652588,-0.5818343758583069,0.4211060106754303,4,45
5,2026-07-01,2026-12-01,0.5879730703042014,0.4454269007940468,0.654449999332428,0.5621717572212219,0.5385665893554688,-0.6120390892028809,0.437033087015152,5,46
5,2026-07-01,2026-12-01,0.5943173494204643,0.46000906662036556,0.6548510193824768,0.5529904365539551,0.5189591646194458,-0.563869297504425,0.43198245763778687,6,47
5,2026-07-01,2026-12-01,0.6578303383927526,0.5143858485874233,0.6646114587783813,0.5499544739723206,0.5510167479515076,-0.5730739831924438,0.4633384048938751,7,48
5,2026-07-01,2026-12-01,0.6046102090227912,0.4625527990485345,0.6498108506202698,0.5566486120223999,0.5323794484138489,-0.5743924975395203,0.43634164333343506,8,49
5,2026-07-01,2026-12-01,0.6119468303987716,0.45172573672206084,0.6442362070083618,0.5541451573371887,0.5605282783508301,-0.5786296129226685,0.41125792264938354,9,50
5,2026-07-01,2026-12-01,0.611433287329767,0.4655142175076534,0.6751278638839722,0.5575604438781738,0.5906463265419006,-0.6174994111061096,0.4110456705093384,10,51
6,2026-07-01,2027-01-01,0.4883050949204364,0.3536842238356286,0.6196512579917908,0.5239846110343933,0.4667067229747772,-0.4551745355129242,0.3029932677745819,1,42
6,2026-07-01,2027-01-01,0.5527074373464806,0.4046406252194039,0.6245042681694031,0.5220343470573425,0.505041778087616,-0.48959970474243164,0.3448277413845062,2,43
6,2026-07-01,2027-01-01,0.4715455624582159,0.3303775959258406,0.5945255160331726,0.5226321816444397,0.4513101875782013,-0.472886860370636,0.30920806527137756,3,44
6,2026-07-01,2027-01-01,0.462393160490123,0.3367550647248905,0.6260236501693726,0.5178523659706116,0.46989238262176514,-0.48698294162750244,0.29477658867836,4,45
6,2026-07-01,2027-01-01,0.4592071433262426,0.3391485310069058,0.6200611591339111,0.5142629146575928,0.46182066202163696,-0.48411670327186584,0.30175474286079407,5,46
6,2026-07-01,2027-01-01,0.47042308976610947,0.34933976398227173,0.6380515694618225,0.5006572008132935,0.4596768021583557,-0.4565270245075226,0.28460580110549927,6,47
6,2026-07-01,2027-01-01,0.4744968748448528,0.3426278742069613,0.6186621189117432,0.5289130210876465,0.4575512111186981,-0.48057278990745544,0.31373947858810425,7,48
6,2026-07-01,2027-01-01,0.45773573801210077,0.33193389246809346,0.6437388062477112,0.5263187289237976,0.47173240780830383,-0.47234103083610535,0.27686336636543274,8,49
6,2026-07-01,2027-01-01,0.48549212035379696,0.3455981225666953,0.606924295425415,0.5313154458999634,0.4781477153301239,-0.45448586344718933,0.2968740165233612,9,50
6,2026-07-01,2027-01-01,0.559855782751022,0.4122863375473802,0.6109153032302856,0.5094378590583801,0.5468930602073669,-0.4737797677516937,0.3195423483848572,10,51
7,2026-07-01,2027-02-01,0.33016893016522797,0.2532827523801062,0.6307080388069153,0.49036070704460144,0.314298540353775,-0.37647876143455505,0.2396625280380249,1,42
7,2026-07-01,2027-02-01,0.3458851928874562,0.2699007966763869,0.6386114954948425,0.4992799162864685,0.309963583946228,-0.34988829493522644,0.2466466873884201,2,43
7,2026-07-01,2027-02-01,0.3876919667586307,0.29176147441000033,0.6433956027030945,0.4957038462162018,0.36942413449287415,-0.39809513092041016,0.25141289830207825,3,44
7,2026-07-01,2027-02-01,0.33907247725607803,0.2659099308299213,0.6244820952415466,0.47717925906181335,0.33076104521751404,-0.3684558570384979,0.23517507314682007,4,45
7,2026-07-01,2027-02-01,0.38765739197260096,0.3164996312396564,0.6421686410903931,0.4842302203178406,0.36778613924980164,-0.3693399727344513,0.2591644823551178,5,46
7,2026-07-01,2027-02-01,0.33356283167837475,0.270164924845977,0.6576360464096069,0.47072380781173706,0.30271196365356445,-0.3925735652446747,0.2558843493461609,6,47
7,2026-07-01,2027-02-01,0.3960401519858765,0.31077532059682067,0.6288486123085022,0.48876747488975525,0.35319820046424866,-0.3545743525028229,0.26197153329849243,7,48
7,2026-07-01,2027-02-01,0.3503773997930617,0.2900573434685061,0.648699164390564,0.4678041338920593,0.30215713381767273,-0.3599930703639984,0.2624545097351074,8,49
7,2026-07-01,2027-02-01,0.3234539465414059,0.24703224645485022,0.6204343438148499,0.46797075867652893,0.3156704902648926,-0.37810468673706055,0.22812137007713318,9,50
7,2026-07-01,2027-02-01,0.3395865111879601,0.2740648867277198,0.6490845680236816,0.4911743700504303,0.3123655915260315,-0.35912519693374634,0.24770629405975342,10,51
8,2026-07-01,2027-03-01,0.3220722513226839,0.2908174547929061,0.6677243113517761,0.4952358603477478,0.17068073153495789,-0.17225879430770874,0.26215851306915283,1,42
8,2026-07-01,2027-03-01,0.35580222705828746,0.33046436439439253,0.6730778813362122,0.4666965901851654,0.19296792149543762,-0.1917697638273239,0.2900802195072174,2,43
8,2026-07-01,2027-03-01,0.32740476270274677,0.3022156337285873,0.6656560897827148,0.47970107197761536,0.1587105393409729,-0.17261525988578796,0.2793727219104767,3,44
8,2026-07-01,2027-03-01,0.3614639935120394,0.33640584904860926,0.6623459458351135,0.45950570702552795,0.16847357153892517,-0.1670275628566742,0.3015681803226471,4,45
8,2026-07-01,2027-03-01,0.29481687554606584,0.2727922912109033,0.6729456782341003,0.4814959466457367,0.1434900015592575,-0.21953085064888,0.281934529542923,5,46
8,2026-07-01,2027-03-01,0.37862390566833426,0.34940083108136033,0.6789270043373108,0.45470210909843445,0.2294493317604065,-0.20046409964561462,0.28477293252944946,6,47
8,2026-07-01,2027-03-01,0.3161412392409222,0.29318655914502223,0.6678252816200256,0.4835442304611206,0.16598442196846008,-0.20308798551559448,0.28053998947143555,7,48
8,2026-07-01,2027-03-01,0.3476849391302661,0.31830383625059966,0.6775655150413513,0.47818514704704285,0.19844397902488708,-0.24367421865463257,0.30036643147468567,8,49
8,2026-07-01,2027-03-01,0.3022446874528173,0.2705836623209148,0.6605418920516968,0.4828398823738098,0.16439609229564667,-0.25049644708633423,0.28294283151626587,9,50
8,2026-07-01,2027-03-01,0.30174211621506153,0.27815156994025436,0.673503577709198,0.4747578501701355,0.17035222053527832,-0.2375476062297821,0.27619633078575134,10,51
9,2026-07-01,2027-04-01,0.31328234428432883,0.29873118632880913,0.6306179165840149,0.4523136615753174,0.08780038356781006,-0.014417656697332859,0.2498839944601059,1,42
9,2026-07-01,2027-04-01,0.29218442906276354,0.29207695441158266,0.6778571009635925,0.4781082570552826,0.00031586596742272377,0.010248549282550812,0.28696292638778687,2,43
9,2026-07-01,2027-04-01,0.325760196117753,0.31742923321595196,0.6342965960502625,0.4737078547477722,0.05712415277957916,-0.00450991652905941,0.283331960439682,3,44
9,2026-07-01,2027-04-01,0.2525762030658576,0.2503958745441808,0.6647274494171143,0.45465898513793945,0.02236984856426716,-0.03520321846008301,0.2515314817428589,4,45
9,2026-07-01,2027-04-01,0.27795770273243015,0.2795406594418296,0.6482804417610168,0.49077939987182617,-0.0063143204897642136,0.03125479444861412,0.26829490065574646,5,46
9,2026-07-01,2027-04-01,0.3138080116841231,0.3076281292015705,0.6668036580085754,0.4676765203475952,0.05050952360033989,-9.908794891089201e-05,0.2739945352077484,6,47
9,2026-07-01,2027-04-01,0.2779445596941622,0.27369602856472475,0.6549122929573059,0.47969314455986023,0.03310108929872513,-0.003450061660259962,0.25367268919944763,7,48
9,2026-07-01,2027-04-01,0.2312256313221947,0.22941636509907143,0.65352863073349,0.49128639698028564,0.008335777558386326,-0.05882883071899414,0.25287050008773804,8,49
9,2026-07-01,2027-04-01,0.28392892368170836,0.27796108592326485,0.6773331761360168,0.46819037199020386,0.05080949142575264,-0.003985291812568903,0.24541200697422028,9,50
9,2026-07-01,2027-04-01,0.246647658791034,0.24154550684102571,0.6674408316612244,0.46495532989501953,0.043655019253492355,0.01588677428662777,0.2050217241048813,10,51
10,2026-07-01,2027-05-01,0.16582668531023897,0.16544099730860903,0.6284810900688171,0.44038814306259155,-0.004358151461929083,0.07879524677991867,0.1334795206785202,1,42
10,2026-07-01,2027-05-01,0.1417238683778974,0.15261927955176358,0.628248393535614,0.46090078353881836,-0.08864693343639374,0.15413367748260498,0.1372712403535843,2,43
10,2026-07-01,2027-05-01,0.20681853428551533,0.21746197599130945,0.5800342559814453,0.4425114691257477,-0.06927763670682907,0.10804060846567154,0.2098361700773239,3,44
10,2026-07-01,2027-05-01,0.18302935675523724,0.18986762222547693,0.6240955591201782,0.4606822729110718,-0.05935526639223099,0.08353200554847717,0.18842926621437073,4,45
10,2026-07-01,2027-05-01,0.12171151311628048,0.13683133618902454,0.5957713723182678,0.46701759099960327,-0.09390328824520111,0.07726380974054337,0.15669266879558563,5,46
10,2026-07-01,2027-05-01,0.18889576574763356,0.19193124781666016,0.5949461460113525,0.4392290711402893,-0.014235182665288448,0.10694903135299683,0.15342529118061066,6,47
10,2026-07-01,2027-05-01,0.22545599294911078,0.23482604335152546,0.5622800588607788,0.43235695362091064,-0.05919446051120758,0.05332900956273079,0.2450527399778366,7,48
10,2026-07-01,2027-05-01,0.08747569353444984,0.10784491784255934,0.6213397979736328,0.4429459869861603,-0.14891685545444489,0.07835114002227783,0.1656675636768341,8,49
10,2026-07-01,2027-05-01,0.11464982664573031,0.12821916318345994,0.6141660809516907,0.44992563128471375,-0.09805061668157578,0.10879021137952805,0.1394910216331482,9,50
10,2026-07-01,2027-05-01,0.21246165750141577,0.21727954536922045,0.5879539251327515,0.4411381185054779,-0.028328977525234222,0.12064677476882935,0.18071378767490387,10,51
11,2026-07-01,2027-06-01,0.16692250575401513,0.17744895469541255,0.5023605227470398,0.4074845612049103,-0.07411137968301773,0.16926591098308563,0.14570634067058563,1,42
11,2026-07-01,2027-06-01,0.08392223272094412,0.11369813804755502,0.5386886596679688,0.42963820695877075,-0.14960195124149323,0.19296804070472717,0.11138056963682175,2,43
11,2026-07-01,2027-06-01,0.07965164818330539,0.11552869148078582,0.4705662131309509,0.39274510741233826,-0.18090949952602386,0.17605936527252197,0.1315121352672577,3,44
11,2026-07-01,2027-06-01,0.13433482965994648,0.14837020171583015,0.5347263216972351,0.39670294523239136,-0.12400650233030319,0.20710937678813934,0.13251884281635284,4,45
11,2026-07-01,2027-06-01,0.06448684262740523,0.09548806737568061,0.5033681392669678,0.4368073344230652,-0.1506509929895401,0.2071925848722458,0.08081773668527603,5,46
11,2026-07-01,2027-06-01,0.06181628867513034,0.09145389735628573,0.5102629065513611,0.426084965467453,-0.1407800018787384,0.21879449486732483,0.07006366550922394,6,47
11,2026-07-01,2027-06-01,0.08571696638904625,0.1045822442377462,0.5042347311973572,0.4063422679901123,-0.12518541514873505,0.20005924999713898,0.08641254901885986,7,48
11,2026-07-01,2027-06-01,0.09793224886670826,0.11581668646465637,0.5165422558784485,0.4061601758003235,-0.09841756522655487,0.18779559433460236,0.09037842601537704,8,49
11,2026-07-01,2027-06-01,0.014182750546775758,0.04905323680995366,0.4992866516113281,0.3952817916870117,-0.1780628114938736,0.21097847819328308,0.05456167086958885,9,50
11,2026-07-01,2027-06-01,0.08508875811159777,0.11096001228384944,0.4899604916572571,0.38174694776535034,-0.11767076700925827,0.21791404485702515,0.08542601764202118,10,51
12,2026-07-01,2027-07-01,0.0017981732357554847,0.08451001085690812,0.4374198913574219,0.3963453471660614,-0.29912269115448,0.3478296399116516,0.07749156653881073,1,42
12,2026-07-01,2027-07-01,-0.02589157999469638,0.0619202887664958,0.4444940984249115,0.40555447340011597,-0.31494224071502686,0.29504767060279846,0.08225235342979431,2,43
12,2026-07-01,2027-07-01,-0.006564107205710101,0.062126445065324276,0.4391610026359558,0.38339290022850037,-0.29833975434303284,0.2711959481239319,0.08917102962732315,3,44
12,2026-07-01,2027-07-01,0.013362351235375769,0.07241091749595707,0.4428398907184601,0.3732476532459259,-0.28631022572517395,0.35370326042175293,0.06718159466981888,4,45
12,2026-07-01,2027-07-01,0.04208688420049711,0.11895461305686883,0.3939201235771179,0.3902415335178375,-0.2629552185535431,0.30188366770744324,0.10473041981458664,5,46
12,2026-07-01,2027-07-01,0.04443859525849181,0.12570104704573914,0.4264351725578308,0.4008716940879822,-0.2844575047492981,0.3556998074054718,0.10441374778747559,6,47
12,2026-07-01,2027-07-01,-0.005410894108333508,0.07456156519719315,0.407145231962204,0.39677464962005615,-0.3082308769226074,0.3216959834098816,0.07241548597812653,7,48
12,2026-07-01,2027-07-01,0.05108387042284246,0.1156622736832551,0.4603364169597626,0.3936483860015869,-0.2866925895214081,0.3644372522830963,0.10417717695236206,8,49
12,2026-07-01,2027-07-01,0.10031685815455305,0.1639158976655839,0.4442495107650757,0.4020952582359314,-0.2826041579246521,0.3121750056743622,0.16393856704235077,9,50
12,2026-07-01,2027-07-01,0.02708974895679983,0.09532165910332546,0.4311577379703522,0.3602862060070038,-0.2468528002500534,0.3118237853050232,0.08940834552049637,10,51
13,2026-07-01,2027-08-01,-0.11370278111687071,0.0590083802934771,0.3793741464614868,0.3942030966281891,-0.5140664577484131,0.483062744140625,0.06360707432031631,1,42
13,2026-07-01,2027-08-01,-0.11995592135452071,0.04620680211964867,0.3891264796257019,0.40228360891342163,-0.5078938603401184,0.5127241015434265,0.037581250071525574,2,43
13,2026-07-01,2027-08-01,-0.15108826114983742,-0.0037559413698655675,0.3943812847137451,0.387990266084671,-0.4771553575992584,0.37241560220718384,0.03993157297372818,3,44
13,2026-07-01,2027-08-01,-0.1424362845815983,0.007407791923961682,0.40917596220970154,0.38411766290664673,-0.49663567543029785,0.44846609234809875,0.038355425000190735,4,45
13,2026-07-01,2027-08-01,-0.15755038912164387,-0.005519899180546517,0.3778952658176422,0.38820990920066833,-0.5046439170837402,0.4052357077598572,0.02786613069474697,5,46
13,2026-07-01,2027-08-01,-0.15455036669856526,0.012722514109967165,0.3878396451473236,0.3835548460483551,-0.521114706993103,0.4915362596511841,0.02630034275352955,6,47
13,2026-07-01,2027-08-01,-0.13346727496882238,0.01928015302919306,0.4129631221294403,0.39347752928733826,-0.5170118808746338,0.4643378257751465,0.050080493092536926,7,48
13,2026-07-01,2027-08-01,-0.1834839436179898,0.007592797138212148,0.37801679968833923,0.40713614225387573,-0.5299687385559082,0.4427638649940491,0.027664711698889732,8,49
13,2026-07-01,2027-08-01,-0.08607758534700594,0.06243335044996101,0.4034329950809479,0.38799241185188293,-0.49818605184555054,0.44702011346817017,0.08997762948274612,9,50
13,2026-07-01,2027-08-01,-0.11495720290580191,0.013731419003137901,0.4216228127479553,0.3600006103515625,-0.4759795367717743,0.4496820867061615,0.05252942442893982,10,51
14,2026-07-01,2027-09-01,-0.26893850386190365,-0.05061495574288344,0.42096853256225586,0.40402549505233765,-0.6364277601242065,0.5820314288139343,-0.01785443164408207,1,42
14,2026-07-01,2027-09-01,-0.16681462130966906,-0.002407772862241586,0.4425613284111023,0.38916561007499695,-0.6191614270210266,0.5861402750015259,0.04350349307060242,2,43
14,2026-07-01,2027-09-01,-0.21160978002166253,-0.0035788558953768757,0.39501118659973145,0.37152183055877686,-0.6286161541938782,0.5847980380058289,0.027466319501399994,3,44
14,2026-07-01,2027-09-01,-0.23422298750074688,-0.001811696972270127,0.4089435636997223,0.3919786810874939,-0.6792996525764465,0.6140115261077881,0.03530409559607506,4,45
14,2026-07-01,2027-09-01,-0.2759783508028164,-0.08066106401960838,0.40778157114982605,0.39971333742141724,-0.6406292915344238,0.5128376483917236,-0.02441229298710823,5,46
14,2026-07-01,2027-09-01,-0.2343790753947701,-0.04005234130496049,0.4254573881626129,0.3903237283229828,-0.6667234897613525,0.5623024702072144,0.024130096659064293,6,47
14,2026-07-01,2027-09-01,-0.23886889031271963,-0.060677319992237244,0.4224497675895691,0.35928043723106384,-0.648646891117096,0.5263110399246216,0.024250147864222527,7,48
14,2026-07-01,2027-09-01,-0.21635980348893114,-0.009359892033218742,0.4042782485485077,0.39241302013397217,-0.6721002459526062,0.5930536389350891,0.029633648693561554,8,49
14,2026-07-01,2027-09-01,-0.2661691532452757,-0.08636900720272145,0.4245275557041168,0.3635883629322052,-0.6734030842781067,0.5502362251281738,-0.000550330150872469,9,50
14,2026-07-01,2027-09-01,-0.23035841228768206,-0.01995101900079277,0.4116460978984833,0.3638137876987457,-0.6642157435417175,0.56975919008255,0.04618455097079277,10,51
15,2026-07-01,2027-10-01,-0.22222930914692007,0.004534932242133749,0.4266049265861511,0.3474060297012329,-0.7566652894020081,0.7241867184638977,0.07574523985385895,1,42
15,2026-07-01,2027-10-01,-0.23815670921954624,0.005087278787669902,0.4191875755786896,0.3522699475288391,-0.770011305809021,0.7422274947166443,0.06640201061964035,2,43
15,2026-07-01,2027-10-01,-0.24600499142052001,0.014056198173868495,0.4005034863948822,0.3398240804672241,-0.8157565593719482,0.6928973197937012,0.10530634969472885,3,44
15,2026-07-01,2027-10-01,-0.2131948378908497,0.042260095351585036,0.41857901215553284,0.35393238067626953,-0.828318178653717,0.7945547103881836,0.1077580600976944,4,45
15,2026-07-01,2027-10-01,-0.21480132763213433,0.011484419226087894,0.43947383761405945,0.36796990036964417,-0.7599419951438904,0.732620120048523,0.07587689161300659,5,46
15,2026-07-01,2027-10-01,-0.21139582769688303,0.04188366115464781,0.42380085587501526,0.3677910566329956,-0.7647379040718079,0.726637065410614,0.09872962534427643,6,47
15,2026-07-01,2027-10-01,-0.220587866853462,0.00642338274165688,0.40590378642082214,0.3405451774597168,-0.7875141501426697,0.6731719374656677,0.09683290123939514,7,48
15,2026-07-01,2027-10-01,-0.24674602001814883,9.694104702795414e-05,0.421488881111145,0.3565693199634552,-0.8034341335296631,0.6880725026130676,0.09338995069265366,8,49
15,2026-07-01,2027-10-01,-0.25264729807923203,-0.005675300563140695,0.39748308062553406,0.339413583278656,-0.8006254434585571,0.7093349099159241,0.07180186361074448,9,50
15,2026-07-01,2027-10-01,-0.2532544363439042,-0.01665957132923168,0.42315125465393066,0.3386916518211365,-0.7813252210617065,0.7077069878578186,0.07426472753286362,10,51
16,2026-07-01,2027-11-01,-0.13952737879012034,0.11768864659032019,0.4132162630558014,0.30648136138916016,-0.8387018442153931,0.8763566017150879,0.19566692411899567,1,42
16,2026-07-01,2027-11-01,-0.19639174001430248,0.14011366412117532,0.3565041124820709,0.29708075523376465,-0.841683566570282,0.7853927612304688,0.2068522423505783,2,43
16,2026-07-01,2027-11-01,-0.1141767411935799,0.1697830300883716,0.38823530077934265,0.305307537317276,-0.856329619884491,0.8742243647575378,0.2353331297636032,3,44
16,2026-07-01,2027-11-01,-0.16964946669198255,0.1284048124426569,0.4105597138404846,0.31059396266937256,-0.8780198693275452,0.9097983241081238,0.20630653202533722,4,45
16,2026-07-01,2027-11-01,-0.1971549500102885,0.08624489079221753,0.3933151066303253,0.2968767583370209,-0.8386285901069641,0.9169808626174927,0.1438598781824112,5,46
16,2026-07-01,2027-11-01,-0.0869688834466773,0.22189223582104667,0.3955448567867279,0.31885144114494324,-0.8391178846359253,0.8859174847602844,0.27132493257522583,6,47
16,2026-07-01,2027-11-01,-0.1788197748449889,0.12537835668389974,0.3799985349178314,0.3091052174568176,-0.845504879951477,0.8481111526489258,0.1845133900642395,7,48
16,2026-07-01,2027-11-01,-0.13053010726599634,0.1856921346645084,0.39607205986976624,0.3154613673686981,-0.882380485534668,0.9517602324485779,0.23493480682373047,8,49
16,2026-07-01,2027-11-01,-0.12703548796576491,0.11944707236623131,0.3839973211288452,0.2939276099205017,-0.8513407707214355,0.8723124861717224,0.18996292352676392,9,50
16,2026-07-01,2027-11-01,-0.17890949564543668,0.09597336554095648,0.3890267014503479,0.2928794324398041,-0.852702796459198,0.8681427240371704,0.17343637347221375,10,51
17,2026-07-01,2027-12-01,0.13135748788426937,0.4656062992739525,0.3484098017215729,0.2665652930736542,-0.8723813891410828,1.0050642490386963,0.5016372799873352,1,42
17,2026-07-01,2027-12-01,0.08400595382710563,0.4150292928928163,0.35245850682258606,0.24383339285850525,-0.9236636757850647,1.0405128002166748,0.4868706464767456,2,43
17,2026-07-01,2027-12-01,0.11756157050175631,0.4312409236258805,0.3349931538105011,0.23882684111595154,-0.8810507655143738,1.0199787616729736,0.4827885925769806,3,44
17,2026-07-01,2027-12-01,0.16657397599134427,0.5144505183121311,0.3215683102607727,0.25763049721717834,-0.8691938519477844,1.0665103197097778,0.5191901326179504,4,45
